season,mode,boss_name,subcategory,author_name,video_url,video_date,total_limited_5star_count,total_standard_5star_count,action_value,metric_value,p1_char,p1_eidolon,p1_lc,p1_superimp,p2_char,p2_eidolon,p2_lc,p2_superimp,p3_char,p3_eidolon,p3_lc,p3_superimp,p4_char,p4_eidolon,p4_lc,p4_superimp
3.7,aa,Aquila: Plight,Clear,我不是呱,https://www.bilibili.com/video/BV1L5C6B7ENf,2025-11-17T21:46:29.000Z,12,0,436,3,Castorice,2,Make Farewells More Beautiful,1,Cyrene,2,Long May Rainbows Adorn the Sky,1,Evernight,1,Memorys Curtain Never Falls,5,Hyacine,1,The Storys Next Page,5
3.7,aa,Aquila: Plight,Clear,HippoSheep,https://www.youtube.com/watch?v=JU6T7qn3h8M,2025-11-06T09:37:35.000Z,13,0,438,3,Castorice,2,Make Farewells More Beautiful,1,Cyrene,0,This Love Forever,1,Evernight,1,To Evernights Stars,1,Hyacine,2,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,Navi,https://www.youtube.com/watch?v=p3vfsGK7Jco,2025-11-23T02:55:10.000Z,38,0,438,3,Anaxa,0,Life Should Be Cast to Flames,1,Cyrene,6,This Love Forever,5,Cerydra,6,Epoch Etched in Golden Blood,5,Hyacine,6,Long May Rainbows Adorn the Sky,5
3.7,aa,Aquila: Plight,Clear,崩坏の奈何星落,https://www.bilibili.com/video/BV1RC1WBgEnY,2025-11-05T04:01:20.000Z,48,0,439,3,Hysilens,6,Why Does the Ocean Sing,5,Kafka,6,Patience Is All You Need,5,Dan Heng • Permansor Terrae,6,Though Worlds Apart,5,Cyrene,6,This Love Forever,5
3.7,aa,Aquila: Plight,Clear,霄怒风,https://www.bilibili.com/video/BV1PX2cBfEZ7,2025-11-06T14:28:07.000Z,12,0,442,3,Castorice,2,Make Farewells More Beautiful,1,Hyacine,2,Long May Rainbows Adorn the Sky,1,Evernight,1,To Evernights Stars,1,Cyrene,0,Memorys Curtain Never Falls,5
3.7,aa,Aquila: Plight,Clear,聆宝づ,https://www.bilibili.com/video/BV1FdmqB4ETS,2025-12-14T09:51:26.000Z,12,0,449,3,Evernight,2,To Evernights Stars,1,Cyrene,2,This Love Forever,1,Hyacine,2,Long May Rainbows Adorn the Sky,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5
3.7,aa,Aquila: Plight,Clear,Chyay,https://www.youtube.com/watch?v=a5OrKzk5jew,2025-11-05T07:20:54.000Z,13,0,450,3,Castorice,2,Make Farewells More Beautiful,1,Evernight,1,To Evernights Stars,1,Tribbie,1,Dance Dance Dance,5,Hyacine,2,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,Si Anak Bawang,https://www.youtube.com/watch?v=M9K81roU_Nk,2025-11-23T16:07:59.000Z,21,0,451,3,Hyacine,6,Long May Rainbows Adorn the Sky,2,Castorice,2,Make Farewells More Beautiful,1,Tribbie,2,If Time Were a Flower,1,Cyrene,2,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,밤하늘,https://www.youtube.com/watch?v=6HCLBD7eSJg,2025-11-07T00:44:22.000Z,40,0,454,3,Mydei,6,Flame of Blood Blaze My Path,5,Cyrene,6,This Love Forever,5,Tribbie,6,If Time Were a Flower,5,Hyacine,2,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,红河鱼EX,https://www.bilibili.com/video/BV1tP14BeEo8,2025-11-05T15:38:52.000Z,13,0,455,3,Hyacine,6,Long May Rainbows Adorn the Sky,1,Evernight,2,To Evernights Stars,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Cyrene,0,Memorys Curtain Never Falls,1
3.7,aa,Aquila: Plight,Clear,a,https://www.youtube.com/watch?v=VXwXHWXIFsc,2025-11-29T04:58:45.000Z,12,0,457,3,Castorice,2,Make Farewells More Beautiful,1,Hyacine,1,Long May Rainbows Adorn the Sky,1,Evernight,1,To Evernights Stars,1,Cyrene,0,This Love Forever,1
3.7,aa,Aquila: Plight,Clear,未咲0187,https://www.bilibili.com/video/BV1sg2cBtEco,2025-11-06T08:57:55.000Z,16,0,457,3,Hyacine,6,Long May Rainbows Adorn the Sky,4,Evernight,1,To Evernights Stars,1,Trailblazer (Remembrance),6,Memorys Curtain Never Falls,5,Tribbie,1,Dance Dance Dance,5
3.7,aa,Aquila: Plight,Clear,O_OQ-Q,https://www.bilibili.com/video/BV1QSyKBEE88,2025-11-21T03:11:00.000Z,12,0,459,3,Castorice,2,Make Farewells More Beautiful,1,Evernight,1,The Flower Remembers,1,Hyacine,2,Long May Rainbows Adorn the Sky,1,Cyrene,0,This Love Forever,1
3.7,aa,Aquila: Plight,Clear,北冥_ka,https://www.bilibili.com/video/BV1LN1UBVEE7,2025-11-08T02:07:10.000Z,41,0,459,3,Hysilens,6,Why Does the Ocean Sing,5,Huohuo,6,Night of Fright,2,Cyrene,6,This Love Forever,1,Kafka,6,Lies Dance on the Breeze,5
3.7,aa,Aquila: Plight,Clear,weisslxgiv,https://www.youtube.com/watch?v=5PmdfwO6Xjo,2025-11-05T04:25:08.000Z,15,0,460,3,Castorice,2,Make Farewells More Beautiful,1,Evernight,2,To Evernights Stars,1,Cyrene,2,This Love Forever,1,Hyacine,1,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,极强的居合运,https://www.bilibili.com/video/BV1nnCtBREsV,2025-11-13T14:13:45.000Z,17,0,460,3,Phainon,6,Thus Burns the Dawn,1,Cerydra,1,Epoch Etched in Golden Blood,1,Cyrene,2,This Love Forever,1,Tribbie,1,Dance Dance Dance,5
3.7,aa,Aquila: Plight,Clear,a,https://www.youtube.com/watch?v=JlWJjWEQVxI,2025-11-24T11:54:25.000Z,12,0,467,3,Castorice,2,Make Farewells More Beautiful,1,Hyacine,1,Long May Rainbows Adorn the Sky,1,Evernight,1,To Evernights Stars,1,Cyrene,0,This Love Forever,1
3.7,aa,Aquila: Plight,Clear,浮生如逆旅_,https://www.bilibili.com/video/BV1HRUeBWE2S,2025-11-26T14:45:17.000Z,18,0,468,3,Castorice,6,Make Farewells More Beautiful,1,Jiaoqiu,0,Those Many Springs,1,Evernight,1,To Evernights Stars,1,Hyacine,2,Long May Rainbows Adorn the Sky,2
3.7,aa,Aquila: Plight,Clear,Si Anak Bawang,https://www.youtube.com/watch?v=d2q5-0lMcRE,2025-11-22T03:53:21.000Z,18,0,468,3,Hyacine,6,Long May Rainbows Adorn the Sky,2,Castorice,2,Make Farewells More Beautiful,1,Evernight,0,The Flower Remembers,2,Cyrene,2,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,FunnySlayer,https://www.youtube.com/watch?v=Ur6sFa5nDok,2025-12-10T00:13:19.000Z,12,0,472,3,Castorice,2,Make Farewells More Beautiful,1,Evernight,1,To Evernights Stars,1,Hyacine,1,Long May Rainbows Adorn the Sky,1,Cyrene,0,This Love Forever,1
3.7,aa,Aquila: Plight,Clear,_Lyrical_,https://www.bilibili.com/video/BV1W91SBbEDh,2025-11-08T06:42:05.000Z,13,0,473,3,Castorice,2,Make Farewells More Beautiful,1,Cyrene,0,Long May Rainbows Adorn the Sky,1,Evernight,2,To Evernights Stars,1,Hyacine,1,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,海渊之下,https://www.bilibili.com/video/BV16v1ZBCEFA,2025-11-06T05:28:55.000Z,13,0,473,3,Castorice,2,Make Farewells More Beautiful,1,Hyacine,2,Long May Rainbows Adorn the Sky,1,Evernight,2,The Flower Remembers,2,Tribbie,1,Dance Dance Dance,5
3.7,aa,Aquila: Plight,Clear,t0级遐堇lover,https://www.bilibili.com/video/BV1gJ2FBYEVc,2025-11-06T10:53:24.000Z,17,0,473,3,Castorice,6,Make Farewells More Beautiful,1,Evernight,1,To Evernights Stars,1,Hyacine,1,Long May Rainbows Adorn the Sky,1,Tribbie,1,If Time Were a Flower,1
3.7,aa,Aquila: Plight,Clear,-柳叶-,https://www.bilibili.com/video/BV1TXqeBiELw,2025-12-16T17:31:16.000Z,20,0,473,3,Cyrene,6,This Love Forever,5,Cipher,1,Lies Dance on the Breeze,1,Hyacine,2,Long May Rainbows Adorn the Sky,1,Trailblazer (Remembrance),6,This Love Forever,1
3.7,aa,Aquila: Plight,Clear,David Do,https://www.youtube.com/watch?v=qrUhexsOH34,2025-11-05T10:03:34.000Z,14,0,477,3,Castorice,2,Make Farewells More Beautiful,1,Cyrene,2,This Love Forever,1,Evernight,1,To Evernights Stars,1,Hyacine,1,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,무직백수롤대남,https://www.youtube.com/watch?v=SH-YvXTrdC0,2025-12-11T04:25:58.000Z,16,0,477,3,Phainon,6,Thus Burns the Dawn,1,Cyrene,2,This Love Forever,1,Cerydra,1,Dance Dance Dance,5,Dan Heng • Permansor Terrae,0,Though Worlds Apart,1
3.7,aa,Aquila: Plight,Clear,薄荷小猫爱吃鱼,https://www.bilibili.com/video/BV1Bm1DBpEAw,2025-11-08T05:05:42.000Z,24,0,477,3,Anaxa,6,Life Should Be Cast to Flames,1,Cerydra,6,Epoch Etched in Golden Blood,1,Cyrene,2,This Love Forever,1,Dan Heng • Permansor Terrae,2,Though Worlds Apart,1
3.7,aa,Aquila: Plight,Clear,奶怪达布溜,https://www.bilibili.com/video/BV1P7mnBEEQi,2025-12-09T11:30:03.000Z,34,0,478,3,Hysilens,6,Why Does the Ocean Sing,3,Cyrene,6,This Love Forever,1,Dan Heng • Permansor Terrae,2,Though Worlds Apart,1,Kafka,6,Patience Is All You Need,5
3.7,aa,Aquila: Plight,Clear,Lime1235,https://www.youtube.com/watch?v=uoKXCXYV4vQ,2025-11-06T12:50:59.000Z,23,0,479,3,Phainon,6,Thus Burns the Dawn,5,Cerydra,1,Epoch Etched in Golden Blood,1,Sunday,2,A Grounded Ascent,1,Dan Heng • Permansor Terrae,2,Though Worlds Apart,1
3.7,aa,Aquila: Plight,Clear,ハトサブレ,https://www.youtube.com/watch?v=1t5EmgfnbWY,2025-11-08T17:58:16.000Z,36,0,480,3,Evernight,6,To Evernights Stars,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Cyrene,6,This Love Forever,5,Dan Heng • Permansor Terrae,6,Though Worlds Apart,5
3.7,aa,Aquila: Plight,Clear,VI-VII-V,https://www.bilibili.com/video/BV1Rg2FBBE2W,2025-11-06T10:54:51.000Z,13,0,481,3,Castorice,2,Make Farewells More Beautiful,1,Evernight,2,Sweat Now Cry Less,5,Hyacine,2,Long May Rainbows Adorn the Sky,1,Tribbie,1,Dance Dance Dance,5
3.7,aa,Aquila: Plight,Clear,Chino Sama,https://www.youtube.com/watch?v=d7XVSslXKCg,2025-11-07T14:57:12.000Z,14,0,481,3,Castorice,2,Make Farewells More Beautiful,1,Evernight,2,To Evernights Stars,1,Cyrene,2,Long May Rainbows Adorn the Sky,1,Hyacine,1,Memorys Curtain Never Falls,5
3.7,aa,Aquila: Plight,Clear,H2CO3-acid,https://www.bilibili.com/video/BV1t5SvBeEVD,2025-11-30T12:56:49.000Z,16,0,481,3,Phainon,2,Thus Burns the Dawn,4,Dan Heng • Permansor Terrae,2,Journey Forever Peaceful,2,Cerydra,1,Dance Dance Dance,5,Cyrene,2,This Love Forever,1
3.7,aa,Aquila: Plight,Clear,ハトサブレ,https://www.youtube.com/watch?v=srXW_LugK18,2025-11-05T13:52:47.000Z,48,0,481,3,Hysilens,6,Reforged Remembrance,5,Kafka,6,Patience Is All You Need,5,Jiaoqiu,6,Why Does the Ocean Sing,5,Dan Heng • Permansor Terrae,6,Though Worlds Apart,5
3.7,aa,Aquila: Plight,Clear,faust913,https://www.youtube.com/watch?v=c4MnQjwZy7E,2025-11-27T13:32:35.000Z,13,0,482,3,Castorice,2,Make Farewells More Beautiful,1,Evernight,2,To Evernights Stars,1,Cyrene,0,This Love Forever,1,Hyacine,1,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,ShadowIsSoCute,https://www.youtube.com/watch?v=cu_zq3TLs_Q,2025-11-05T16:03:26.000Z,13,0,483,3,Castorice,2,Make Farewells More Beautiful,1,Evernight,2,To Evernights Stars,1,Hyacine,1,Long May Rainbows Adorn the Sky,1,Cyrene,0,This Love Forever,1
3.7,aa,Aquila: Plight,Clear,阿穠,https://www.youtube.com/watch?v=quwaSr6l1y8,2025-11-05T14:57:38.000Z,15,0,484,3,Castorice,2,Make Farewells More Beautiful,1,Evernight,2,To Evernights Stars,1,Cyrene,2,This Love Forever,1,Hyacine,1,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,みる,https://www.youtube.com/watch?v=4zIESixzT78,2025-11-08T04:05:41.000Z,18,0,484,3,Phainon,6,Thus Burns the Dawn,1,Cyrene,2,This Love Forever,1,Cerydra,1,Epoch Etched in Golden Blood,1,Dan Heng • Permansor Terrae,1,Though Worlds Apart,1
3.7,aa,Aquila: Plight,Clear,Alice Wanderer,https://www.youtube.com/watch?v=dj43X7AQmnI,2025-11-14T15:43:00.000Z,14,0,485,3,Castorice,2,Make Farewells More Beautiful,1,Evernight,1,To Evernights Stars,1,Hyacine,2,Long May Rainbows Adorn the Sky,1,Tribbie,1,If Time Were a Flower,1
3.7,aa,Aquila: Plight,Clear,Yukinohane,https://www.bilibili.com/video/BV1h51WBcEiv,2025-11-05T05:25:29.000Z,14,0,485,3,Evernight,6,Make Farewells More Beautiful,1,Cyrene,0,Long May Rainbows Adorn the Sky,1,Hyacine,2,To Evernights Stars,1,Trailblazer (Remembrance),6,Memorys Curtain Never Falls,5
3.7,aa,Aquila: Plight,Clear,SerraOfTheLake,https://www.youtube.com/watch?v=46iZY5EuEts,2025-11-07T05:48:01.000Z,48,0,485,3,Archer,6,The Hell Where Ideals Burn,5,Sparkle,6,Earthly Escapade,5,Dan Heng • Permansor Terrae,6,Though Worlds Apart,5,Cerydra,6,Epoch Etched in Golden Blood,5
3.7,aa,Aquila: Plight,Clear,星仞儿,https://www.bilibili.com/video/BV1Zy2uBTEKu,2025-11-07T06:13:51.000Z,14,0,487,3,Castorice,2,Make Farewells More Beautiful,1,Evernight,2,To Evernights Stars,1,Tribbie,1,If Time Were a Flower,1,Hyacine,1,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,-Zephyris秒速五,https://www.bilibili.com/video/BV1n3mqB4EDC,2025-12-14T12:01:08.000Z,16,0,487,3,Phainon,6,Thus Burns the Dawn,1,Cyrene,2,This Love Forever,1,Cerydra,2,Epoch Etched in Golden Blood,1,Trailblazer (Remembrance),6,Memorys Curtain Never Falls,5
3.7,aa,Aquila: Plight,Clear,yuuna,https://www.youtube.com/watch?v=ha08MGTUxDc,2025-11-16T18:33:56.000Z,24,0,487,3,Evernight,6,To Evernights Stars,5,Hyacine,6,Long May Rainbows Adorn the Sky,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,,,,
3.7,aa,Aquila: Plight,Clear,老實說狗勾,https://www.bilibili.com/video/BV1eASqBSEsQ,2025-11-30T15:18:36.000Z,38,0,487,3,Phainon,0,Thus Burns the Dawn,1,Cyrene,6,This Love Forever,5,Dan Heng • Permansor Terrae,6,Though Worlds Apart,5,Cerydra,6,Epoch Etched in Golden Blood,5
3.7,aa,Aquila: Plight,Clear,奇妙板凳,https://www.bilibili.com/video/BV1MzS7BWEtR,2025-11-28T15:31:33.000Z,11,0,489,3,Castorice,2,Make Farewells More Beautiful,1,Cyrene,0,Long May Rainbows Adorn the Sky,1,Evernight,1,The Flower Remembers,1,Hyacine,2,The Storys Next Page,5
3.7,aa,Aquila: Plight,Clear,海渊之下,https://www.bilibili.com/video/BV1vT23BgEvF,2025-11-07T11:47:51.000Z,12,0,489,3,Castorice,2,Make Farewells More Beautiful,1,Hyacine,2,Long May Rainbows Adorn the Sky,1,Evernight,2,The Flower Remembers,2,Cyrene,0,Memorys Curtain Never Falls,5
3.7,aa,Aquila: Plight,Clear,张寒生_,https://www.bilibili.com/video/BV1Ay1pBDE2m,2025-11-05T06:27:01.000Z,12,0,489,3,Castorice,2,Make Farewells More Beautiful,1,Cyrene,0,Memorys Curtain Never Falls,5,Evernight,2,The Flower Remembers,2,Hyacine,2,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,SerraOfTheLake,https://www.youtube.com/watch?v=O0FSzcBheVo,2025-11-10T18:57:49.000Z,48,0,489,3,Hysilens,6,Why Does the Ocean Sing,5,Cipher,6,Lies Dance on the Breeze,5,Dan Heng • Permansor Terrae,6,Though Worlds Apart,5,Cyrene,6,This Love Forever,5
3.7,aa,Aquila: Plight,Clear,聆宝づ,https://www.bilibili.com/video/BV1trmjBjEDg,2025-12-12T03:47:33.000Z,12,0,490,3,Evernight,2,To Evernights Stars,1,Cyrene,2,This Love Forever,1,Hyacine,2,Long May Rainbows Adorn the Sky,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5
3.7,aa,Aquila: Plight,Clear,--絵梨衣--,https://www.bilibili.com/video/BV1sV1bBKEcE,2025-11-06T00:00:00.000Z,13,0,490,3,Castorice,2,Make Farewells More Beautiful,1,Cyrene,0,This Love Forever,1,Evernight,2,Memorys Curtain Never Falls,5,Hyacine,2,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,陌欤丷,https://www.bilibili.com/video/BV1xr1pBXEfH,2025-11-05T06:00:18.000Z,11,0,491,3,Hyacine,6,Long May Rainbows Adorn the Sky,1,Cyrene,0,Memorys Curtain Never Falls,5,Evernight,1,The Flower Remembers,1,Trailblazer (Remembrance),6,Victory In a Blink,5
3.7,aa,Aquila: Plight,Clear,Luis Paulo,https://www.youtube.com/watch?v=VvuFXba4iH8,2025-11-14T02:51:19.000Z,13,0,491,3,Castorice,0,Make Farewells More Beautiful,1,Cyrene,2,Memorys Curtain Never Falls,5,Hyacine,2,Long May Rainbows Adorn the Sky,1,Evernight,2,To Evernights Stars,1
3.7,aa,Aquila: Plight,Clear,世界是一只巨大的流萤,https://www.bilibili.com/video/BV1HX1mBHEPF,2025-11-08T03:47:57.000Z,11,0,492,3,Castorice,2,Make Farewells More Beautiful,1,Evernight,1,Victory In a Blink,5,Hyacine,2,Long May Rainbows Adorn the Sky,1,Cyrene,0,Memorys Curtain Never Falls,5
3.7,aa,Aquila: Plight,Clear,f1shs,https://www.youtube.com/watch?v=s7TfU6jGdyo,2025-11-24T13:12:02.000Z,16,0,492,3,Castorice,2,Make Farewells More Beautiful,1,Cyrene,2,This Love Forever,1,Hyacine,2,Long May Rainbows Adorn the Sky,1,Tribbie,2,If Time Were a Flower,1
3.7,aa,Aquila: Plight,Clear,Fusong馥松,https://www.bilibili.com/video/BV1JpCjB9E6s,2025-11-12T04:45:16.000Z,17,0,492,3,Phainon,6,Thus Burns the Dawn,1,Dan Heng • Permansor Terrae,2,Journey Forever Peaceful,2,Cyrene,2,Memorys Curtain Never Falls,5,Cerydra,1,Earthly Escapade,1
3.7,aa,Aquila: Plight,Clear,枫晚天,https://www.bilibili.com/video/BV1XmmmBkEft,2025-12-12T12:37:13.000Z,23,0,492,3,Mydei,6,Flame of Blood Blaze My Path,5,Cyrene,2,This Love Forever,1,Hyacine,2,Long May Rainbows Adorn the Sky,1,Cerydra,1,A Grounded Ascent,1
3.7,aa,Aquila: Plight,Clear,a,https://www.youtube.com/watch?v=E5BGkFvpLhw,2025-11-18T03:30:13.000Z,12,0,493,3,Castorice,2,Make Farewells More Beautiful,1,Hyacine,1,Long May Rainbows Adorn the Sky,1,Evernight,1,To Evernights Stars,1,Cyrene,0,This Love Forever,1
3.7,aa,Aquila: Plight,Clear,Nishiki_Asumi,https://www.bilibili.com/video/BV19s2MBcE2f,2025-11-07T09:07:13.000Z,13,0,493,3,Castorice,2,Make Farewells More Beautiful,1,Evernight,2,To Evernights Stars,1,Cyrene,0,This Love Forever,1,Hyacine,1,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,あぃ,https://www.youtube.com/watch?v=5VYCm1HKrwA,2025-11-06T11:20:57.000Z,48,0,493,3,Feixiao,6,I Venture Forth to Hunt,5,Cyrene,6,This Love Forever,5,Dan Heng • Permansor Terrae,6,Though Worlds Apart,5,Tribbie,6,If Time Were a Flower,5
3.7,aa,Aquila: Plight,Clear,-_Agonie-_,https://www.bilibili.com/video/BV1LmkDBrE1m,2025-11-09T08:52:16.000Z,12,0,494,3,Castorice,2,Make Farewells More Beautiful,1,Cyrene,0,This Love Forever,1,Evernight,1,To Evernights Stars,1,Hyacine,1,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,ForDaNguyen,https://www.youtube.com/watch?v=H_7F9PVA3W4,2025-11-08T03:53:15.000Z,12,0,494,3,Cyrene,4,This Love Forever,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Evernight,1,To Evernights Stars,1,Hyacine,2,The Storys Next Page,5
3.7,aa,Aquila: Plight,Clear,시리,https://www.youtube.com/watch?v=ouNrAHtmsrA,2025-11-12T11:53:03.000Z,19,0,494,3,Phainon,6,Thus Burns the Dawn,1,Cyrene,2,This Love Forever,1,Cerydra,1,Epoch Etched in Golden Blood,1,Dan Heng • Permansor Terrae,2,Though Worlds Apart,1
3.7,aa,Aquila: Plight,Clear,三儿默寞,https://www.bilibili.com/video/BV1U1SYBeEvB,2025-12-03T07:15:36.000Z,24,0,494,3,Mydei,6,Flame of Blood Blaze My Path,5,Cyrene,2,This Love Forever,1,Cerydra,2,Epoch Etched in Golden Blood,1,Hyacine,2,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,乔妹ccc,https://www.bilibili.com/video/BV1GECKB2ESp,2025-11-14T04:22:17.000Z,11,0,495,3,Evernight,2,To Evernights Stars,1,Cyrene,2,Long May Rainbows Adorn the Sky,1,Hyacine,2,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5
3.7,aa,Aquila: Plight,Clear,ony T,https://www.youtube.com/watch?v=vunr20sIYqg,2025-11-11T12:34:26.000Z,12,0,495,3,Castorice,2,Make Farewells More Beautiful,1,Evernight,1,Memorys Curtain Never Falls,5,Hyacine,2,Long May Rainbows Adorn the Sky,1,Cyrene,0,This Love Forever,1
3.7,aa,Aquila: Plight,Clear,무직백수롤대남,https://www.youtube.com/watch?v=lppT8FZtmZ0,2025-12-08T18:19:37.000Z,16,0,495,3,Phainon,6,Thus Burns the Dawn,1,Cyrene,2,This Love Forever,1,Cerydra,1,Dance Dance Dance,5,Dan Heng • Permansor Terrae,0,Though Worlds Apart,1
3.7,aa,Aquila: Plight,Clear,花猫的阿b,https://www.bilibili.com/video/BV1f12wBpEsV,2025-11-06T12:51:41.000Z,48,0,495,3,Jingliu,6,Flame of Blood Blaze My Path,5,Cyrene,6,This Love Forever,5,Cerydra,6,Epoch Etched in Golden Blood,5,Hyacine,6,Long May Rainbows Adorn the Sky,5
3.7,aa,Aquila: Plight,Clear,遗河,https://www.bilibili.com/video/BV18UyVBAEj5,2025-11-18T17:12:34.000Z,10,0,496,3,Evernight,2,The Flower Remembers,1,Hyacine,2,Memorys Curtain Never Falls,5,Cyrene,2,Long May Rainbows Adorn the Sky,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5
3.7,aa,Aquila: Plight,Clear,marisa77,https://www.youtube.com/watch?v=Fy5jpkkpDAk,2025-11-29T17:45:15.000Z,12,0,496,3,Evernight,2,To Evernights Stars,1,Cyrene,2,This Love Forever,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Hyacine,2,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,-白菜-铁道版-,https://www.bilibili.com/video/BV1qBSjBNEDx,2025-11-28T09:15:53.000Z,13,0,496,3,Evernight,2,Make Farewells More Beautiful,1,Trailblazer (Remembrance),6,This Love Forever,1,Cyrene,2,Long May Rainbows Adorn the Sky,1,Hyacine,2,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,小风-QAQ,https://www.bilibili.com/video/BV1JkUABwEz3,2025-11-23T10:00:00.000Z,14,0,496,3,Cyrene,6,Long May Rainbows Adorn the Sky,1,Hyacine,2,Memorys Curtain Never Falls,5,Evernight,2,The Flower Remembers,3,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5
3.7,aa,Aquila: Plight,Clear,Riomi,https://www.youtube.com/watch?v=XJn2PdjI1ZI,2025-12-03T18:48:48.000Z,17,0,496,3,Phainon,6,Thus Burns the Dawn,1,Cerydra,1,Epoch Etched in Golden Blood,1,Cyrene,2,This Love Forever,1,Tribbie,1,Dance Dance Dance,5
3.7,aa,Aquila: Plight,Clear,SerraOfTheLake,https://www.youtube.com/watch?v=bV7_-xyk-K4,2025-12-02T20:54:58.000Z,48,0,496,3,Feixiao,6,I Venture Forth to Hunt,5,Cipher,6,Lies Dance on the Breeze,5,Hyacine,6,Long May Rainbows Adorn the Sky,5,Cyrene,6,This Love Forever,5
3.7,aa,Aquila: Plight,Clear,霄怒风,https://www.bilibili.com/video/BV1pQ2MBCEP3,2025-11-07T07:48:26.000Z,11,0,497,3,Castorice,2,Make Farewells More Beautiful,1,Evernight,1,Memorys Curtain Never Falls,5,Hyacine,2,The Storys Next Page,2,Cyrene,0,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,两个字土块,https://www.bilibili.com/video/BV1Ad14BfEpE,2025-11-05T12:57:51.000Z,12,0,497,3,Castorice,2,Make Farewells More Beautiful,1,Hyacine,2,The Storys Next Page,4,Evernight,1,To Evernights Stars,1,Cyrene,0,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,テス,https://www.youtube.com/watch?v=4AvU18vIcYQ,2025-11-09T07:30:41.000Z,13,0,497,3,Castorice,2,Make Farewells More Beautiful,1,Evernight,2,To Evernights Stars,1,Hyacine,1,Long May Rainbows Adorn the Sky,1,Cyrene,0,This Love Forever,1
3.7,aa,Aquila: Plight,Clear,蓝雨KIKI,https://www.bilibili.com/video/BV1QemUBgE4f,2025-12-12T19:15:59.000Z,11,0,498,3,Castorice,2,Make Farewells More Beautiful,1,Cyrene,0,Memorys Curtain Never Falls,5,Evernight,2,The Flower Remembers,2,Hyacine,1,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,Evernight-_,https://www.bilibili.com/video/BV1RXCBBkE2N,2025-11-17T18:30:08.000Z,12,0,498,3,Cyrene,4,This Love Forever,1,Hyacine,0,Long May Rainbows Adorn the Sky,1,Evernight,2,To Evernights Stars,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5
3.7,aa,Aquila: Plight,Clear,이구끝,https://www.youtube.com/watch?v=wm4D4lZ22ZA,2025-11-20T07:31:19.000Z,14,0,498,3,Castorice,2,Make Farewells More Beautiful,1,Hyacine,0,Long May Rainbows Adorn the Sky,1,Evernight,2,To Evernights Stars,1,Cyrene,2,This Love Forever,1
3.7,aa,Aquila: Plight,Clear,Ruri Goko,https://www.youtube.com/watch?v=n74MfbQK75o,2025-11-07T16:00:13.000Z,14,0,498,3,Evernight,6,Make Farewells More Beautiful,1,Cyrene,1,This Love Forever,1,Trailblazer (Remembrance),6,To Evernights Stars,1,Hyacine,0,Long May Rainbows Adorn the Sky,1
3.7,aa,Aquila: Plight,Clear,Alice Zuberg,https://www.youtube.com/watch?v=UB6b7GMLUf8,2025-11-07T16:51:07.000Z,20,0,498,3,Phainon,6,Thus Burns the Dawn,1,Cyrene,2,This Love Forever,1,Dan Heng • Permansor Terrae,2,Though Worlds Apart,1,Cerydra,2,Epoch Etched in Golden Blood,1
